name,National ?,Type,Species,Height,Weight,Abilities,Local ?,Japanese,EV yield,Catch rate,Base Happiness,Base EXP,Growth Rate,Egg Groups,Gender,Egg cycles,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,defenses,evolution_moves,levelup_moves,egg_moves,tutor_moves,tm_moves
Qwilfish,211,Water Poison ,Balloon Pokémon,1?8? (0.51m),8.6 lbs (3.9 kg),Poison PointSwift SwimIntimidate (hidden ability),161 (Gold/Silver)163 (HeartGold/SoulSilver)038 (X/Y),Harisen,1 Attack ,"45 (5.9% with PokéBall, full HP)",70 (normal),100,Medium Fast,Water 2 ,"50% male, 50% female","20 (base 5,120 steps)",440,65,95,85,55,55,85,"OrderedDict([('Nor', ''), ('Fir', '½'), ('Wat', '½'), ('Ele', '2'), ('Gra', ''), ('Ice', '½'), ('Fig', '½'), ('Poi', '½'), ('Gro', '2'), ('Fly', ''), ('Psy', '2'), ('Bug', '½'), ('Roc', ''), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', '½'), ('Fai', '½')])",OrderedDict(),"OrderedDict([('Destiny Bond', '53'), ('Fell Stinger', '60'), ('Hydro Pump', '57'), ('Poison Sting', '1'), ('Spikes', '1'), ('Tackle', '1'), ('Water Gun', '1'), ('Harden', '9'), ('Minimize', '9'), ('Bubble', '13'), ('Rollout', '17'), ('Toxic Spikes', '21'), ('Spit Up', '25'), ('Stockpile', '25'), ('Revenge', '29'), ('Brine', '33'), ('Pin Missile', '37'), ('Take Down', '41'), ('Aqua Tail', '45'), ('Poison Jab', '49')])","OrderedDict([('Acid Spray', 'Poison'), ('Aqua Jet', 'Water'), ('Astonish', 'Ghost'), ('Brine', 'Water'), ('Bubble Beam', 'Water'), ('Flail', 'Normal'), ('Haze', 'Ice'), ('Signal Beam', 'Bug'), ('Supersonic', 'Normal'), ('Water Pulse', 'Water')])","OrderedDict([('Aqua Tail', 'Water'), ('Bounce', 'Flying'), ('Icy Wind', 'Ice'), ('Liquidation', 'Water'), ('Pain Split', 'Normal'), ('Shock Wave', 'Electric'), ('Signal Beam', 'Bug'), ('Snore', 'Normal'), ('Throat Chop', 'Dark'), ('Water Pulse', 'Water')])","OrderedDict([('Toxic', '6'), ('Hail', '7'), ('Venoshock', '9'), ('Hidden Power', '10'), ('Taunt', '12'), ('Ice Beam', '13'), ('Blizzard', '14'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Return', '27'), ('Shadow Ball', '30'), ('Double Team', '32'), ('Sludge Wave', '34'), ('Sludge Bomb', '36'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Scald', '55'), ('Explosion', '64'), ('Payback', '66'), ('Thunder Wave', '73'), ('Gyro Ball', '74'), ('Poison Jab', '84'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Surf', '94'), ('Waterfall', '98'), ('Confide', '100')])"
Scizor,212,Bug Steel ,Pincer Pokémon,5?11? (1.80m),260.1 lbs (118.0 kg),SwarmTechnicianLight Metal (hidden ability),111 (Gold/Silver)196 (Platinum)112 (HeartGold/SoulSilver)137 (X/Y)276 (Sun/Moon)366 (Ultra Sun/Ultra Moon)113 (Ultra Sun/Ultra Moon),Hassamu,2 Attack ,"25 (3.3% with PokéBall, full HP)",70 (normal),200,Medium Fast,Bug ,"50% male, 50% female","25 (base 6,400 steps)",500,70,130,100,55,80,65,"OrderedDict([('Nor', '½'), ('Fir', '4'), ('Wat', ''), ('Ele', ''), ('Gra', '¼'), ('Ice', '½'), ('Fig', ''), ('Poi', '0'), ('Gro', ''), ('Fly', ''), ('Psy', '½'), ('Bug', '½'), ('Roc', ''), ('Gho', ''), ('Dra', '½'), ('Dar', ''), ('Ste', '½'), ('Fai', '½')])",OrderedDict(),"OrderedDict([('Bullet Punch', '1'), ('Feint', '61'), ('Leer', '1'), ('Quick Attack', '1'), ('Focus Energy', '5'), ('Pursuit', '9'), ('False Swipe', '13'), ('Agility', '17'), ('Metal Claw', '21'), ('Fury Cutter', '25'), ('Slash', '29'), ('Razor Wind', '33'), ('Iron Defense', '37'), ('X-Scissor', '41'), ('Night Slash', '45'), ('Double Hit', '49'), ('Iron Head', '50'), ('Swords Dance', '57')])","OrderedDict([('Baton Pass', 'Normal'), ('Bug Buzz', 'Bug'), ('Counter', 'Fighting'), ('Defog', 'Flying'), ('Endure', 'Normal'), ('Night Slash', 'Dark'), ('Quick Guard', 'Fighting'), ('Razor Wind', 'Normal'), ('Reversal', 'Fighting'), ('Silver Wind', 'Bug'), ('Steel Wing', 'Steel')])","OrderedDict([('Bug Bite', 'Bug'), ('Defog', 'Flying'), ('Iron Defense', 'Steel'), ('Iron Head', 'Steel'), ('Knock Off', 'Dark'), ('Laser Focus', 'Normal'), ('Snore', 'Normal'), ('Superpower', 'Fighting'), ('Tailwind', 'Flying')])","OrderedDict([('Toxic', '6'), ('Venoshock', '9'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Hyper Beam', '15'), ('Light Screen', '16'), ('Protect', '17'), ('Rain Dance', '18'), ('Roost', '19'), ('Safeguard', '20'), ('Frustration', '21'), ('Return', '27'), ('Brick Break', '31'), ('Double Team', '32'), ('Sandstorm', '37'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Steel Wing', '51'), ('False Swipe', '54'), ('Fling', '56'), ('Brutal Swing', '59'), ('Acrobatics', '62'), ('Giga Impact', '68'), ('Swords Dance', '75'), ('X-Scissor', '81'), ('Swagger', '87'), ('Sleep Talk', '88'), ('U-turn', '89'), ('Substitute', '90'), ('Flash Cannon', '91'), ('Confide', '100')])"
Shuckle,213,Bug Rock ,Mold Pokémon,2?0? (0.61m),45.2 lbs (20.5 kg),GluttonySturdyContrary (hidden ability),166 (Gold/Silver)168 (HeartGold/SoulSilver)232 (Black 2/White 2)014 (X/Y),Tsubotsubo,"1 Defense, 1 Special Defense ","190 (24.8% with PokéBall, full HP)",70 (normal),80,Medium Slow,Bug ,"50% male, 50% female","20 (base 5,120 steps)",505,20,10,230,10,230,5,"OrderedDict([('Nor', '½'), ('Fir', ''), ('Wat', '2'), ('Ele', ''), ('Gra', ''), ('Ice', ''), ('Fig', ''), ('Poi', '½'), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', ''), ('Roc', '2'), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', '2'), ('Fai', '')])",OrderedDict(),"OrderedDict([('Bide', '1'), ('Constrict', '1'), ('Rollout', '1'), ('Sticky Web', '53'), ('Withdraw', '1'), ('Encore', '5'), ('Wrap', '9'), ('Struggle Bug', '12'), ('Safeguard', '16'), ('Rest', '20'), ('Rock Throw', '23'), ('Gastro Acid', '27'), ('Power Trick', '31'), ('Shell Smash', '34'), ('Rock Slide', '38'), ('Bug Bite', '42'), ('Guard Split', '45'), ('Power Split', '45'), ('Stone Edge', '49')])","OrderedDict([('Acid', 'Poison'), ('Acupressure', 'Normal'), ('Final Gambit', 'Fighting'), ('Helping Hand', 'Normal'), ('Knock Off', 'Dark'), ('Mud-Slap', 'Ground'), ('Rock Blast', 'Rock'), ('Sand Tomb', 'Ground'), ('Sweet Scent', 'Normal')])","OrderedDict([('After You', 'Normal'), ('Bind', 'Normal'), ('Bug Bite', 'Bug'), ('Earth Power', 'Ground'), ('Gastro Acid', 'Poison'), ('Helping Hand', 'Normal'), ('Knock Off', 'Dark'), ('Snore', 'Normal'), ('Stealth Rock', 'Rock')])","OrderedDict([('Toxic', '6'), ('Venoshock', '9'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Protect', '17'), ('Safeguard', '20'), ('Frustration', '21'), ('Smack Down', '23'), ('Earthquake', '26'), ('Return', '27'), ('Double Team', '32'), ('Sludge Wave', '34'), ('Sludge Bomb', '36'), ('Sandstorm', '37'), ('Rock Tomb', '39'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Rock Polish', '69'), ('Stone Edge', '71'), ('Gyro Ball', '74'), ('Bulldoze', '78'), ('Rock Slide', '80'), ('Infestation', '83'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Confide', '100')])"
Heracross,214,Bug Fighting ,Single Horn Pokémon,4?11? (1.50m),119 lbs (54.0 kg),GutsSwarmMoxie (hidden ability),113 (Gold/Silver)168 (Ruby/Sapphire)062 (Diamond/Pearl)062 (Platinum)114 (HeartGold/SoulSilver)145 (Black 2/White 2)131 (X/Y)175 (Omega Ruby/Alpha Sapphire)367 (Ultra Sun/Ultra Moon)114 (Ultra Sun/Ultra Moon),Herakurosu,2 Attack ,"45 (5.9% with PokéBall, full HP)",70 (normal),200,Slow,Bug ,"50% male, 50% female","25 (base 6,400 steps)",500,80,125,75,40,95,85,"OrderedDict([('Nor', ''), ('Fir', '2'), ('Wat', ''), ('Ele', ''), ('Gra', '½'), ('Ice', ''), ('Fig', '½'), ('Poi', ''), ('Gro', '½'), ('Fly', '4'), ('Psy', '2'), ('Bug', '½'), ('Roc', ''), ('Gho', ''), ('Dra', ''), ('Dar', '½'), ('Ste', ''), ('Fai', '2')])",OrderedDict(),"OrderedDict([('Arm Thrust', '1'), ('Bullet Seed', '1'), ('Endure', '1'), ('Horn Attack', '1'), ('Leer', '1'), ('Night Slash', '1'), ('Tackle', '1'), ('Feint', '7'), ('Aerial Ace', '10'), ('Chip Away', '16'), ('Counter', '19'), ('Fury Attack', '25'), ('Brick Break', '28'), ('Pin Missile', '31'), ('Take Down', '34'), ('Megahorn', '37'), ('Close Combat', '43'), ('Reversal', '46')])","OrderedDict([('Bide', 'Normal'), ('Double-Edge', 'Normal'), ('Flail', 'Normal'), ('Focus Punch', 'Fighting'), ('Harden', 'Normal'), ('Megahorn', 'Bug'), ('Pursuit', 'Dark'), ('Revenge', 'Fighting'), ('Rock Blast', 'Rock'), ('Seismic Toss', 'Fighting')])","OrderedDict([('Bug Bite', 'Bug'), ('Focus Punch', 'Fighting'), ('Helping Hand', 'Normal'), ('Iron Defense', 'Steel'), ('Knock Off', 'Dark'), ('Low Kick', 'Fighting'), ('Snore', 'Normal'), ('Throat Chop', 'Dark')])","OrderedDict([('Work Up', '1'), ('Toxic', '6'), ('Bulk Up', '8'), ('Venoshock', '9'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Hyper Beam', '15'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Smack Down', '23'), ('Earthquake', '26'), ('Return', '27'), ('Brick Break', '31'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Focus Blast', '52'), ('False Swipe', '54'), ('Fling', '56'), ('Brutal Swing', '59'), ('Shadow Claw', '65'), ('Giga Impact', '68'), ('Stone Edge', '71'), ('Swords Dance', '75'), ('Bulldoze', '78'), ('Rock Slide', '80'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Confide', '100')])"
Sneasel,215,Dark Ice ,Sharp Claw Pokémon,2?11? (0.89m),61.7 lbs (28.0 kg),Inner FocusKeen EyePickpocket (hidden ability),213 (Gold/Silver)144 (Diamond/Pearl)144 (Platinum)218 (HeartGold/SoulSilver)252 (Black 2/White 2)091 (X/Y)249 (Sun/Moon)326 (Ultra Sun/Ultra Moon)147 (Ultra Sun/Ultra Moon),Nyura,1 Speed ,"60 (7.8% with PokéBall, full HP)",35 (lower than normal),132,Medium Slow,Field ,"50% male, 50% female","20 (base 5,120 steps)",430,55,95,55,35,75,115,"OrderedDict([('Nor', ''), ('Fir', '2'), ('Wat', ''), ('Ele', ''), ('Gra', ''), ('Ice', '½'), ('Fig', '4'), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', '0'), ('Bug', '2'), ('Roc', '2'), ('Gho', '½'), ('Dra', ''), ('Dar', '½'), ('Ste', '2'), ('Fai', '2')])",OrderedDict(),"OrderedDict([('Leer', '1'), ('Scratch', '1'), ('Taunt', '1'), ('Quick Attack', '8'), ('Feint Attack', '10'), ('Icy Wind', '14'), ('Fury Swipes', '16'), ('Agility', '20'), ('Metal Claw', '22'), ('Hone Claws', '25'), ('Beat Up', '28'), ('Screech', '32'), ('Slash', '35'), ('Snatch', '40'), ('Punishment', '44'), ('Ice Shard', '47')])","OrderedDict([('Assist', 'Normal'), ('Avalanche', 'Ice'), ('Bite', 'Dark'), ('Counter', 'Fighting'), ('Crush Claw', 'Normal'), ('Double Hit', 'Normal'), ('Fake Out', 'Normal'), ('Feint', 'Normal'), ('Foresight', 'Normal'), ('Ice Punch', 'Ice'), ('Ice Shard', 'Ice'), ('Icicle Crash', 'Ice'), ('Punishment', 'Dark'), ('Pursuit', 'Dark'), ('Spite', 'Ghost'), ('Throat Chop', 'Dark')])","OrderedDict([('Focus Punch', 'Fighting'), ('Foul Play', 'Dark'), ('Ice Punch', 'Ice'), ('Icy Wind', 'Ice'), ('Iron Tail', 'Steel'), ('Knock Off', 'Dark'), ('Laser Focus', 'Normal'), ('Low Kick', 'Fighting'), ('Snatch', 'Dark'), ('Snore', 'Normal'), ('Spite', 'Ghost'), ('Throat Chop', 'Dark')])","OrderedDict([('Calm Mind', '4'), ('Toxic', '6'), ('Hail', '7'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Taunt', '12'), ('Ice Beam', '13'), ('Blizzard', '14'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Return', '27'), ('Shadow Ball', '30'), ('Brick Break', '31'), ('Double Team', '32'), ('Reflect', '33'), ('Aerial Ace', '40'), ('Torment', '41'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Low Sweep', '47'), ('Round', '48'), ('False Swipe', '54'), ('Fling', '56'), ('Embargo', '63'), ('Shadow Claw', '65'), ('Payback', '66'), ('Swords Dance', '75'), ('Psych Up', '77'), ('X-Scissor', '81'), ('Poison Jab', '84'), ('Dream Eater', '85'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Surf', '94'), ('Snarl', '95'), ('Dark Pulse', '97'), ('Confide', '100')])"
Teddiursa,216,Normal ,Little Bear Pokémon,2?0? (0.61m),19.4 lbs (8.8 kg),PickupQuick FeetHoney Gather (hidden ability),193 (Gold/Silver)198 (HeartGold/SoulSilver)132 (X/Y),Himeguma,1 Attack ,"120 (15.7% with PokéBall, full HP)",70 (normal),124,Medium Fast,Field ,"50% male, 50% female","20 (base 5,120 steps)",330,60,80,50,50,50,40,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', ''), ('Gra', ''), ('Ice', ''), ('Fig', '2'), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', ''), ('Roc', ''), ('Gho', '0'), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '')])",OrderedDict(),"OrderedDict([('Baby-Doll Eyes', '1'), ('Covet', '1'), ('Fake Tears', '1'), ('Fling', '57'), ('Lick', '1'), ('Scratch', '1'), ('Fury Swipes', '8'), ('Feint Attack', '15'), ('Sweet Scent', '22'), ('Play Nice', '25'), ('Slash', '29'), ('Charm', '36'), ('Rest', '43'), ('Snore', '43'), ('Thrash', '50')])","OrderedDict([('Belly Drum', 'Normal'), ('Chip Away', 'Normal'), ('Close Combat', 'Fighting'), ('Counter', 'Fighting'), ('Cross Chop', 'Fighting'), ('Crunch', 'Dark'), ('Double-Edge', 'Normal'), ('Fake Tears', 'Dark'), ('Metal Claw', 'Steel'), ('Night Slash', 'Dark'), ('Play Rough', 'Fairy'), ('Seismic Toss', 'Fighting'), ('Sleep Talk', 'Normal'), ('Take Down', 'Normal'), ('Yawn', 'Normal')])","OrderedDict([('Covet', 'Normal'), ('Fire Punch', 'Fire'), ('Focus Punch', 'Fighting'), ('Gunk Shot', 'Poison'), ('Hyper Voice', 'Normal'), ('Ice Punch', 'Ice'), ('Last Resort', 'Normal'), ('Seed Bomb', 'Grass'), ('Snore', 'Normal'), ('Superpower', 'Fighting'), ('Thunder Punch', 'Electric')])","OrderedDict([('Work Up', '1'), ('Roar', '5'), ('Toxic', '6'), ('Bulk Up', '8'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Taunt', '12'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Earthquake', '26'), ('Return', '27'), ('Brick Break', '31'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Aerial Ace', '40'), ('Torment', '41'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Fling', '56'), ('Shadow Claw', '65'), ('Payback', '66'), ('Swords Dance', '75'), ('Bulldoze', '78'), ('Rock Slide', '80'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Confide', '100')])"
Ursaring,217,Normal ,Hibernator Pokémon,5?11? (1.80m),277.3 lbs (125.8 kg),GutsQuick FeetUnnerve (hidden ability),194 (Gold/Silver)199 (HeartGold/SoulSilver)133 (X/Y),Ringuma,2 Attack ,"60 (7.8% with PokéBall, full HP)",70 (normal),189,Medium Fast,Field ,"50% male, 50% female","20 (base 5,120 steps)",500,90,130,75,75,75,55,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', ''), ('Gra', ''), ('Ice', ''), ('Fig', '2'), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', ''), ('Roc', ''), ('Gho', '0'), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '')])",OrderedDict(),"OrderedDict([('Covet', '1'), ('Fake Tears', '1'), ('Hammer Arm', '67'), ('Leer', '1'), ('Lick', '1'), ('Scratch', '1'), ('Fury Swipes', '8'), ('Feint Attack', '15'), ('Sweet Scent', '22'), ('Play Nice', '25'), ('Slash', '29'), ('Scary Face', '38'), ('Rest', '47'), ('Snore', '49'), ('Thrash', '58')])","OrderedDict([('Belly Drum', 'Normal'), ('Chip Away', 'Normal'), ('Close Combat', 'Fighting'), ('Counter', 'Fighting'), ('Cross Chop', 'Fighting'), ('Crunch', 'Dark'), ('Double-Edge', 'Normal'), ('Fake Tears', 'Dark'), ('Metal Claw', 'Steel'), ('Night Slash', 'Dark'), ('Play Rough', 'Fairy'), ('Seismic Toss', 'Fighting'), ('Sleep Talk', 'Normal'), ('Take Down', 'Normal'), ('Yawn', 'Normal')])","OrderedDict([('Covet', 'Normal'), ('Fire Punch', 'Fire'), ('Focus Punch', 'Fighting'), ('Gunk Shot', 'Poison'), ('Hyper Voice', 'Normal'), ('Ice Punch', 'Ice'), ('Laser Focus', 'Normal'), ('Last Resort', 'Normal'), ('Low Kick', 'Fighting'), ('Seed Bomb', 'Grass'), ('Snore', 'Normal'), ('Stomping Tantrum', 'Ground'), ('Superpower', 'Fighting'), ('Throat Chop', 'Dark'), ('Thunder Punch', 'Electric'), ('Uproar', 'Normal')])","OrderedDict([('Work Up', '1'), ('Roar', '5'), ('Toxic', '6'), ('Bulk Up', '8'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Taunt', '12'), ('Hyper Beam', '15'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Smack Down', '23'), ('Earthquake', '26'), ('Return', '27'), ('Brick Break', '31'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Aerial Ace', '40'), ('Torment', '41'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Focus Blast', '52'), ('Fling', '56'), ('Shadow Claw', '65'), ('Payback', '66'), ('Giga Impact', '68'), ('Stone Edge', '71'), ('Swords Dance', '75'), ('Bulldoze', '78'), ('Rock Slide', '80'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Confide', '100')])"
Slugma,218,Fire ,Lava Pokémon,2?4? (0.71m),77.2 lbs (35.0 kg),Flame BodyMagma ArmorWeak Armor (hidden ability),211 (Gold/Silver)103 (Ruby/Sapphire)216 (HeartGold/SoulSilver)012 (X/Y)108 (Omega Ruby/Alpha Sapphire),Magumaggu,1 Special Attack ,"190 (24.8% with PokéBall, full HP)",70 (normal),78,Medium Fast,Amorphous ,"50% male, 50% female","20 (base 5,120 steps)",250,40,40,40,70,40,20,"OrderedDict([('Nor', ''), ('Fir', '½'), ('Wat', '2'), ('Ele', ''), ('Gra', '½'), ('Ice', '½'), ('Fig', ''), ('Poi', ''), ('Gro', '2'), ('Fly', ''), ('Psy', ''), ('Bug', '½'), ('Roc', '2'), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', '½'), ('Fai', '½')])",OrderedDict(),"OrderedDict([('Smog', '1'), ('Yawn', '1'), ('Ember', '6'), ('Rock Throw', '8'), ('Harden', '13'), ('Incinerate', '15'), ('Clear Smog', '20'), ('Ancient Power', '22'), ('Flame Burst', '27'), ('Rock Slide', '29'), ('Lava Plume', '34'), ('Amnesia', '36'), ('Body Slam', '41'), ('Recover', '43'), ('Flamethrower', '48'), ('Earth Power', '50')])","OrderedDict([('Acid Armor', 'Poison'), ('Curse', 'Ghost'), ('Earth Power', 'Ground'), ('Guard Swap', 'Psychic'), ('Heat Wave', 'Fire'), ('Inferno', 'Fire'), ('Memento', 'Dark'), ('Rollout', 'Rock'), ('Smokescreen', 'Normal'), ('Spit Up', 'Normal'), ('Stockpile', 'Normal'), ('Swallow', 'Normal')])","OrderedDict([('After You', 'Normal'), ('Earth Power', 'Ground'), ('Heat Wave', 'Fire'), ('Iron Defense', 'Steel'), ('Pain Split', 'Normal'), ('Snore', 'Normal')])","OrderedDict([('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Light Screen', '16'), ('Protect', '17'), ('Frustration', '21'), ('Return', '27'), ('Double Team', '32'), ('Reflect', '33'), ('Flamethrower', '35'), ('Fire Blast', '38'), ('Rock Tomb', '39'), ('Facade', '42'), ('Flame Charge', '43'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Overheat', '50'), ('Will-O-Wisp', '61'), ('Rock Slide', '80'), ('Infestation', '83'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Nature Power', '96'), ('Confide', '100')])"
Magcargo,219,Fire Rock ,Lava Pokémon,2?7? (0.79m),121.3 lbs (55.0 kg),Flame BodyMagma ArmorWeak Armor (hidden ability),212 (Gold/Silver)104 (Ruby/Sapphire)217 (HeartGold/SoulSilver)013 (X/Y)109 (Omega Ruby/Alpha Sapphire),Magukarugo,2 Defense ,"75 (9.8% with PokéBall, full HP)",70 (normal),154,Medium Fast,Amorphous ,"50% male, 50% female","20 (base 5,120 steps)",430,60,50,120,90,80,30,"OrderedDict([('Nor', '½'), ('Fir', '¼'), ('Wat', '4'), ('Ele', ''), ('Gra', ''), ('Ice', '½'), ('Fig', '2'), ('Poi', '½'), ('Gro', '4'), ('Fly', '½'), ('Psy', ''), ('Bug', '½'), ('Roc', '2'), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '½')])","OrderedDict([('Shell Smash', 'Normal')])","OrderedDict([('Earth Power', '58'), ('Ember', '6'), ('Rock Throw', '8'), ('Shell Smash', '1'), ('Smog', '1'), ('Yawn', '1'), ('Harden', '13'), ('Incinerate', '15'), ('Clear Smog', '20'), ('Ancient Power', '22'), ('Flame Burst', '27'), ('Rock Slide', '29'), ('Lava Plume', '34'), ('Amnesia', '36'), ('Body Slam', '43'), ('Recover', '47'), ('Flamethrower', '54')])","OrderedDict([('Acid Armor', 'Poison'), ('Curse', 'Ghost'), ('Earth Power', 'Ground'), ('Guard Swap', 'Psychic'), ('Heat Wave', 'Fire'), ('Inferno', 'Fire'), ('Memento', 'Dark'), ('Rollout', 'Rock'), ('Smokescreen', 'Normal'), ('Spit Up', 'Normal'), ('Stockpile', 'Normal'), ('Swallow', 'Normal')])","OrderedDict([('After You', 'Normal'), ('Earth Power', 'Ground'), ('Heat Wave', 'Fire'), ('Iron Defense', 'Steel'), ('Pain Split', 'Normal'), ('Snore', 'Normal'), ('Stealth Rock', 'Rock'), ('Stomping Tantrum', 'Ground')])","OrderedDict([('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Hyper Beam', '15'), ('Light Screen', '16'), ('Protect', '17'), ('Frustration', '21'), ('Solar Beam', '22'), ('Smack Down', '23'), ('Earthquake', '26'), ('Return', '27'), ('Double Team', '32'), ('Reflect', '33'), ('Flamethrower', '35'), ('Sandstorm', '37'), ('Fire Blast', '38'), ('Rock Tomb', '39'), ('Facade', '42'), ('Flame Charge', '43'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Overheat', '50'), ('Will-O-Wisp', '61'), ('Explosion', '64'), ('Giga Impact', '68'), ('Rock Polish', '69'), ('Stone Edge', '71'), ('Gyro Ball', '74'), ('Bulldoze', '78'), ('Rock Slide', '80'), ('Infestation', '83'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Nature Power', '96'), ('Confide', '100')])"
Swinub,220,Ice Ground ,Pig Pokémon,1?4? (0.41m),14.3 lbs (6.5 kg),ObliviousSnow CloakThick Fat (hidden ability),191 (Gold/Silver)203 (Platinum)195 (HeartGold/SoulSilver)258 (Black 2/White 2)076 (X/Y),Urimu,1 Attack ,"225 (29.4% with PokéBall, full HP)",70 (normal),78,Slow,Field ,"50% male, 50% female","20 (base 5,120 steps)",250,50,50,40,30,30,50,"OrderedDict([('Nor', ''), ('Fir', '2'), ('Wat', '2'), ('Ele', '0'), ('Gra', '2'), ('Ice', ''), ('Fig', '2'), ('Poi', '½'), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', ''), ('Roc', ''), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', '2'), ('Fai', '')])",OrderedDict(),"OrderedDict([('Odor Sleuth', '1'), ('Tackle', '1'), ('Mud Sport', '5'), ('Powder Snow', '8'), ('Mud-Slap', '11'), ('Endure', '14'), ('Mud Bomb', '18'), ('Icy Wind', '21'), ('Ice Shard', '24'), ('Take Down', '28'), ('Mist', '35'), ('Earthquake', '37'), ('Flail', '40'), ('Blizzard', '44'), ('Amnesia', '48')])","OrderedDict([('Ancient Power', 'Rock'), ('Avalanche', 'Ice'), ('Bite', 'Dark'), ('Body Slam', 'Normal'), ('Curse', 'Ghost'), ('Double-Edge', 'Normal'), ('Fissure', 'Ground'), ('Freeze-Dry', 'Ice'), ('Icicle Crash', 'Ice'), ('Icicle Spear', 'Ice'), ('Mud Shot', 'Ground'), ('Stealth Rock', 'Rock'), ('Take Down', 'Normal')])","OrderedDict([('Earth Power', 'Ground'), ('Endeavor', 'Normal'), ('Icy Wind', 'Ice'), ('Snore', 'Normal'), ('Stealth Rock', 'Rock'), ('Superpower', 'Fighting')])","OrderedDict([('Roar', '5'), ('Toxic', '6'), ('Hail', '7'), ('Hidden Power', '10'), ('Ice Beam', '13'), ('Blizzard', '14'), ('Light Screen', '16'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Earthquake', '26'), ('Return', '27'), ('Double Team', '32'), ('Reflect', '33'), ('Sandstorm', '37'), ('Rock Tomb', '39'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Bulldoze', '78'), ('Rock Slide', '80'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Confide', '100')])"
